529658492391813120,1
529659390664908801,1
529660101683318785,0
529660296080916480,1
529660692832739328,1
529660746645647360,0
529663474079920128,1
529664525768077314,0
529664568772292610,1
529664593921314816,1
529664783599943680,1
529664917239250946,1
529664974978023425,0
529665662856495104,0
529666235710332928,1
529667041142124544,1
529667934697029632,1
529669184670941184,1
529669581506236416,1
529669611030331392,0
529670383629520896,0
529670566031421440,0
529671440829005825,1
529671638539698178,1
529671725865111552,1
529674135098900481,0
529674474019651584,0
529676682622664704,1
529679172650942465,1
529679359301648384,0
529679551631089664,0
529679889923076096,0
529679905483915264,1
529680484402749440,0
529681320965079041,1
529683211774083073,1
529684962778570753,0
529687410611728384,1
529688713253494785,0
529689679411810304,1
529689763230797824,1
529691342168141824,0
529691396098510848,1
529691396169809921,1
529692457337118721,1
529692613780439040,0
529694805010685952,1
529695075560071168,0
529695299200360448,0
529695308302000128,0
529695367680761856,0
529695483661664257,1
529696730607271936,0
529697032659673088,0
529698410879025153,1
529700827557285889,1
529700937053773824,0
529701740925698048,1
529702197916090370,0
529702439164067840,1
529702456348139520,0
529702797349253121,0
529704637301923840,0
529705050453835776,0
529706188032999425,0
529707148537004033,1
529708410464636929,0
529710975730323457,1
529712119391199232,1
529713467184676864,1
529714629745082369,1
529714770422022146,1
529715547538485248,1
529716182438653952,1
529716453792956416,1
529720273285566464,1
529720675272249344,0
529721745486659584,1
529722176380076032,0
529722264615673856,1
529722288971984897,1
529722357267857408,1
529722630363181056,0
529723023184498688,0
529723023591743488,0
529723362894176256,1
529723420268068865,0
529723420993683457,0
529723684454666240,1
529723708207030274,0
529723761428557824,1
529723807591038977,1
529724254183780355,0
529724755906400256,1
529724757366022145,1
529724985775235072,0
529725387400835072,0
529725420162539520,1
529725532569886720,1
529725730603925505,1
529725862246375424,0
529726211241803776,1
529726244834017280,0
529726566646177794,0
529726642902810625,1
529726656941162496,0
529726825938030592,1
529726966178787328,1
529727006427340801,1
529727601280307201,1
529727794826457089,1
529727813239451649,1
529728291545284608,1
529728664137904128,0
529728722963034113,0
529729144536723456,1
529729262593773568,1
529729911926583296,0
529729927835557888,1
529730384989544449,1
529730550169624579,1
529730804688375809,0
529731160025612288,1
529731332717678593,1
529731453865955328,0
529731513613836288,1
529732310099578880,0
529732350402646016,1
529733015862513664,1
529733645435949056,0
529733930199814144,0
529733937170771969,1
529734113608359936,1
529734565599121410,1
529734612998955008,1
529734972249505795,0
529735459069788161,1
529735608676413441,1
529735664347406339,0
529735674405326848,0
529735706386898944,1
529736110667468800,1
529736435780583424,1
529738126026358784,1
529738310022090752,0
529738730748534786,1
529739770524860418,1
529739968470867968,0
529740161144602624,1
529742159352975362,1
529742801274429440,1
529743499588276226,1
529745609969131522,0
529746217098825728,0
529746982106324992,1
529749273211330562,1
529749285198655488,1
529752475541442560,0
529755373721632768,0
529756814175633411,1
529757077200449536,1
529757088881573889,1
529758256596787200,1
529761572881985536,0
529762820108607489,1
529763844176896000,1
529763954231607297,1
529765936199647233,1
529771847186124800,1
529773194027073537,0
529773317889064960,1
529775258698399746,0
529775890767437825,1
529776116773298176,1
529778109290012673,1
529818929607475201,0
529828486975066112,1
529830319982407680,0
529830606210093058,0
576171827086520320,0
576175612336992257,0
576181101577703424,0
576185920094908416,0
576191681827057664,0
576192621351145472,1
576204915694964737,0
576225987119198208,1
576231309254721536,1
576238005951811584,1
576238790936662017,1
576248645365846016,0
576249853979807745,0
576276947648405505,0
576316647880839168,0
576319105965359105,0
576319832800555008,0
576320540983582720,0
576321776424189954,1
576321889276207105,0
576321916593659904,0
576323086888361984,0
576325381990535169,1
576326555246415872,0
576327507093360640,1
576327863802138624,0
576330947588558849,1
576336032809005056,0
576338374925164544,1
576338406088687616,1
576341809812623360,1
576344015458570240,0
576344611519614976,1
576346280336756737,1
576347888168644609,0
576348679231033344,1
576349360767807488,0
576350258021675009,1
576356996145917952,0
576357849204412416,0
576362213134454785,1
576376097824198656,0
576378113711558656,0
576379928914046976,1
576382568586706944,0
576382704700256256,0
576387464924819456,0
576388172109750273,0
576389113319944193,0
576389199202496512,0
576393784835072001,1
576394422813769728,0
576394839220178946,1
576397815406071808,0
576402376073965568,0
576406521833086976,1
576407819353780224,0
576409244968361985,1
576412144759136256,0
576412997662433280,0
576417507277467648,0
576423157587906560,0
576427289111474177,0
576427952860045313,0
576429318701760512,1
576435578691956736,0
576443643680178176,0
576448454005813248,0
576452724281102336,1
576453994484252673,0
576464933648371712,0
576465693798957058,0
576465897637949440,0
576468519598104577,0
576470720328392704,1
576471501081292800,1
576472861528961024,1
576475228928385024,0
576477089043488769,1
576480269835845632,1
576480712699744257,1
576481588004933632,1
576483978363973632,1
576485427315535872,1
576486732864098304,1
576494415851626496,1
576494602070441984,0
576497758862987265,0
576499275754041344,0
576504635738951680,1
576507292415320064,0
576508971923693568,0
576509083152457728,0
576509905596727296,1
576510163596795906,0
576513091287945216,1
576513463738109954,0
576515871876767744,1
576516069516525568,0
576524931409772544,0
576526802056814593,0
576528880208637952,1
576530268351246337,0
576530892119793664,1
576531907606892544,1
576546827643703296,0
576548875072335872,0
576551024929992705,0
576552070456741888,1
576565012086579200,0
576573355404431360,1
576592351776346112,0
576597020065996800,1
576600087066869760,0
576617856919465984,0
576639665786249216,1
576641067317096448,1
576643337173749760,0
576655512462344192,1
576656873681731584,0
576657704933990400,1
576671947091779584,1
576679386616881152,0
576687226979004416,0
576694748095782912,0
576709199146717185,0
576713397196210176,0
576715243948118016,1
576716016908136448,1
576723588952276992,0
576732099304095744,0
576736349153288192,0
576746408184676352,1
576749539375235072,1
576755174531862529,0
576757242042703872,0
576763653329809408,1
576767713328144384,0
576767882945789953,0
576769677592039424,1
576770693683105792,0
576770854803107841,1
576771847754268672,1
576772668805935104,0
576772770220113920,0
576773359729426432,0
576775762461745152,0
576777148217843712,0
576777317474652160,0
576780691616198656,1
576781604821053440,0
576789978795155457,0
576790814942236672,1
576794158108581888,1
576794571448909824,1
576794571629166592,1
576795865433706496,0
576796432730071040,1
576806702454075392,1
576807652145160192,1
576811711652450304,0
576812336952000512,1
576812998418939904,1
576813256905486336,0
576814014438703104,0
576814574873235457,0
576815154735775744,0
576815329172590592,0
576815428066009089,0
576816930272776192,1
576819219876225024,0
576819222694744064,1
576819925005680640,0
576820722426839040,0
576821399983026177,0
576821651490340864,0
576821792834232320,1
576824525339402240,0
576825885774467072,0
576829262927413248,0
576830057496248320,0
576831447299796994,1
576832918343032832,0
576833011955679232,1
576833878981136384,0
576833924736892928,1
576833924967493633,1
576836049151868928,0
576836412051304448,1
576840804834144258,1
576842803013091329,0
576842966964117504,0
576847722055131136,0
576847727918739457,1
576848770136174594,1
576850639600357376,0
576853097445752832,1
576855819125432321,0
576855835445428225,1
576857359533789184,0
576859807388418050,0
576860068316057600,0
576860610400501760,1
576860819322880000,1
576863192854462464,1
576866204339609602,0
576866204360581120,0
576867083331497984,0
576872037089566720,0
576874788683005952,1
576885758537109505,0
576889130258419712,0
576889864907427840,0
576890261382520832,1
576892395930955776,1
577258317942149120,0
577261281125642241,0
577269239779893248,0
577269846259433472,0
577273752796282881,1
577277669588537344,0
577287149516541952,0
577287176288776192,1
577294068851421184,0
577294310573502465,0
577295940278738944,0
577297951325876224,0
577298811460128768,0
577300802294804481,0
577301342617673729,1
577301582917816321,0
577302850318938113,1
577303162765250560,0
577303343728627712,0
577308426902056960,1
577309214663684097,0
577311956048154625,0
577342598592901120,0
